管理單位,站名,站號,觀測日期,0時(cms),1時(cms),2時(cms),3時(cms),4時(cms),5時(cms),6時(cms),7時(cms),8時(cms),9時(cms),10時(cms),11時(cms),12時(cms),13時(cms),14時(cms),15時(cms),16時(cms),17時(cms),18時(cms),19時(cms),20時(cms),21時(cms),22時(cms),23時(cms),時平均流量(cms)
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/6 上午 12:00:00,20.86,20.86,20.86,20.86,19.77,19.77,19.77,19.77,19.77,20.86,19.77,19.77,19.77,19.77,20.86,20.86,20.86,19.77,19.77,20.86,21.95,21.95,20.86,20.86,20.44
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/7 上午 12:00:00,20.86,19.77,19.77,19.77,19.77,20.86,20.86,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,18.68,19.77,18.68,19.77,18.68,18.68,18.68,18.68,17.59,19.52
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/8 上午 12:00:00,18.68,18.68,17.59,18.68,17.59,17.59,17.59,18.68,17.59,18.68,17.59,18.68,17.59,17.59,18.68,17.59,17.59,17.59,17.59,17.59,18.68,18.68,19.77,18.68,18.12
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/9 上午 12:00:00,19.77,19.77,19.77,19.77,18.68,19.77,19.77,19.77,21.95,23.04,21.95,23.04,21.95,24.13,21.95,21.95,20.86,21.95,21.95,20.86,20.86,20.86,19.77,19.77,21.02
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/10 上午 12:00:00,19.77,18.68,17.59,18.68,17.59,18.68,19.77,18.68,18.68,19.77,18.68,18.68,18.68,17.59,17.59,18.68,17.59,17.59,17.59,16.50,17.59,16.50,16.50,16.50,18.05
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/11 上午 12:00:00,16.50,16.50,16.50,16.50,16.50,16.50,15.79,16.50,16.50,17.59,17.59,17.59,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,16.50,15.79,16.50,16.50,16.58
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/12 上午 12:00:00,16.50,16.50,16.50,16.50,15.79,15.79,15.79,16.50,15.79,15.79,16.50,16.50,15.79,15.79,15.79,15.79,15.79,15.79,15.79,17.59,21.95,20.86,20.86,21.95,17.02
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/13 上午 12:00:00,20.86,20.86,20.86,20.86,19.77,18.68,18.68,18.68,18.68,19.77,18.68,18.68,17.59,17.59,17.59,17.59,17.59,17.59,17.59,18.68,20.86,20.86,23.04,27.40,19.52
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/14 上午 12:00:00,27.40,29.01,27.40,26.31,26.31,26.31,25.22,25.22,24.13,25.22,25.22,25.22,24.13,24.13,23.04,24.13,24.13,23.04,20.86,20.86,20.86,20.86,21.95,21.95,24.22
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/15 上午 12:00:00,20.86,21.95,20.86,19.77,20.86,20.86,20.86,19.77,20.86,20.86,20.86,20.86,19.77,19.77,19.77,19.77,18.68,18.68,18.68,18.68,19.77,19.77,18.68,18.68,19.98
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/16 上午 12:00:00,19.77,19.77,19.77,19.77,19.77,19.77,20.86,20.86,21.95,21.95,21.95,23.04,24.13,24.13,24.13,24.13,23.04,23.04,23.04,21.95,21.95,21.95,21.95,21.95,21.90
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/17 上午 12:00:00,21.95,20.86,21.95,20.86,20.86,20.86,19.77,20.86,20.86,20.86,20.86,21.95,20.86,20.86,21.95,20.86,20.86,20.86,21.95,21.95,20.86,21.95,21.95,21.95,21.21
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/18 上午 12:00:00,23.04,21.95,20.86,21.95,21.95,21.95,20.86,21.95,20.86,21.95,20.86,21.95,20.86,20.86,20.86,20.86,20.86,19.77,19.77,20.86,19.77,20.86,20.86,19.77,21.05
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/19 上午 12:00:00,19.77,19.77,19.77,19.77,19.77,18.68,19.77,19.77,19.77,18.68,18.68,18.68,18.68,18.68,19.77,18.68,18.68,18.68,17.59,17.59,18.68,17.59,17.59,17.59,18.84
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/20 上午 12:00:00,17.59,18.68,18.68,17.59,18.68,17.59,17.59,18.68,17.59,17.59,17.59,17.59,17.59,17.59,17.59,17.59,18.68,18.68,19.77,20.86,21.95,24.13,24.13,25.22,19.17
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/21 上午 12:00:00,24.13,24.13,24.13,24.13,23.04,23.04,23.04,24.13,24.13,24.13,23.04,21.95,23.04,23.04,23.04,21.95,21.95,20.86,20.86,21.95,21.95,21.95,21.95,21.95,22.78
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/22 上午 12:00:00,21.95,20.86,21.95,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,19.77,20.86,20.86,20.86,19.77,20.86,20.86,20.84
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/23 上午 12:00:00,19.77,19.77,18.68,18.68,18.68,19.77,18.68,18.68,18.68,18.68,18.68,18.68,18.68,17.59,18.68,18.68,17.59,17.59,17.59,18.68,17.59,17.59,17.59,16.50,18.38
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/24 上午 12:00:00,16.50,17.59,17.59,16.50,16.50,16.50,17.59,16.50,16.50,16.50,16.50,16.50,16.50,17.59,16.50,15.79,16.50,16.50,16.50,15.79,16.50,15.79,15.79,16.50,16.56
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/25 上午 12:00:00,16.50,16.50,15.79,16.50,15.79,16.50,15.79,16.50,16.50,16.50,16.50,16.50,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,16.05
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/26 上午 12:00:00,15.79,16.50,16.50,15.79,15.79,15.79,16.50,15.79,16.50,15.79,16.50,16.50,16.50,16.50,15.79,16.50,15.79,16.50,15.79,15.79,15.79,16.50,15.79,15.79,16.12
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/27 上午 12:00:00,15.79,15.79,16.50,15.79,16.50,15.79,15.79,16.50,16.50,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.08,15.79,15.79,15.79,15.08,15.08,15.82
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/28 上午 12:00:00,15.79,15.79,15.08,15.79,15.08,15.79,15.79,15.08,15.08,15.08,15.79,15.79,15.08,15.08,15.08,15.79,15.08,15.08,15.08,16.50,15.79,15.08,15.79,15.79,15.46
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/29 上午 12:00:00,15.79,15.79,15.08,15.08,15.08,15.08,15.08,15.08,15.08,15.08,15.79,15.79,15.08,15.08,15.08,15.08,15.08,15.79,15.08,15.79,15.08,15.08,15.08,15.08,15.25
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/30 上午 12:00:00,15.08,15.08,15.79,14.37,15.08,14.37,15.08,15.08,15.08,15.08,15.08,15.08,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,13.66,13.66,14.37,13.66,14.60
第九河川局,箭瑛大橋                      ,2420H043  ,2019/1/31 上午 12:00:00,14.37,13.66,13.66,14.37,14.37,14.37,13.66,13.66,13.66,14.37,14.37,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.66,13.83
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/1 上午 12:00:00,13.66,13.66,13.66,13.66,13.66,14.37,14.37,14.37,14.37,13.66,14.37,14.37,13.66,13.66,13.66,14.37,12.95,13.66,13.66,12.95,12.95,13.66,13.66,12.95,13.75
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/2 上午 12:00:00,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.95,12.24,12.24,12.95,12.24,12.24,12.24,12.24,12.24,11.53,11.53,12.24,12.24,12.24,11.53,12.24,12.21
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/3 上午 12:00:00,11.53,12.24,12.24,12.24,12.24,11.53,12.24,12.24,12.24,12.24,12.24,12.24,12.24,11.53,11.53,12.24,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.89
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/4 上午 12:00:00,12.24,11.53,11.53,11.53,11.53,11.53,11.53,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,11.53,11.53,11.53,12.24,12.24,12.24,11.53,11.94
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/5 上午 12:00:00,11.53,10.82,10.82,11.53,10.82,11.53,10.82,10.82,10.82,11.53,11.53,10.82,10.82,10.82,10.82,10.82,10.82,10.11,10.82,10.82,10.11,10.82,10.82,10.82,10.90
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/6 上午 12:00:00,10.11,10.82,10.82,10.82,10.11,10.11,10.11,10.82,10.11,10.82,10.82,10.11,10.11,10.11,10.82,10.11,10.11,10.11,10.11,10.82,10.11,10.11,10.11,9.40,10.32
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/7 上午 12:00:00,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,10.11,10.11,9.40,9.40,9.40,9.40,8.88,8.88,9.40,8.88,8.88,8.88,8.88,9.40,9.33
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/8 上午 12:00:00,8.88,8.88,9.40,9.40,9.40,8.88,9.40,9.40,8.88,8.88,8.88,8.88,8.88,8.88,8.88,9.40,8.88,8.88,8.88,8.88,9.40,9.40,8.88,9.40,9.08
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/9 上午 12:00:00,8.88,8.88,8.35,8.35,8.88,8.35,8.88,8.88,8.88,8.88,8.88,8.88,8.35,8.35,8.88,8.35,8.88,8.88,8.35,8.35,8.35,8.35,8.88,8.35,8.63
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/10 上午 12:00:00,8.88,8.88,8.35,8.35,8.88,8.35,8.88,8.88,8.88,8.88,8.35,8.88,8.88,8.35,8.35,8.35,8.35,8.35,8.35,8.35,7.83,7.83,8.35,8.35,8.50
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/11 上午 12:00:00,7.30,7.83,7.83,7.83,7.83,7.30,7.30,7.30,7.83,7.83,7.83,7.30,7.30,7.30,7.83,6.78,7.30,7.30,7.30,6.78,7.30,7.30,6.78,6.78,7.39
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/12 上午 12:00:00,7.30,7.30,7.30,7.83,7.30,7.30,7.30,7.83,7.30,7.30,7.30,7.30,7.30,7.30,7.30,7.30,7.30,7.30,6.78,7.30,7.30,7.30,7.30,7.30,7.32
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/13 上午 12:00:00,6.78,6.25,6.25,6.25,6.25,6.25,6.78,6.78,6.25,6.78,6.78,6.78,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.78,6.78,6.42
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/14 上午 12:00:00,6.78,6.78,7.30,7.30,6.78,6.78,6.78,6.25,6.78,6.25,6.78,7.30,6.78,6.78,6.78,6.78,6.78,6.78,6.25,6.25,6.25,7.30,7.83,8.35,6.87
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/15 上午 12:00:00,7.30,7.30,6.78,7.30,6.78,6.78,6.25,6.78,6.78,6.25,6.78,6.78,6.78,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.78,6.25,6.56
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/16 上午 12:00:00,6.78,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,5.73,5.73,5.73,5.73,6.25,5.73,5.73,5.73,5.73,6.25,6.08
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/17 上午 12:00:00,5.73,5.73,5.73,6.25,6.25,6.25,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,6.25,6.25,6.25,6.25,6.25,5.73,5.73,5.73,5.73,5.91
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/18 上午 12:00:00,5.73,5.73,5.20,5.20,5.73,5.73,5.73,5.20,5.20,5.73,5.20,5.73,5.73,5.20,5.20,5.20,5.20,5.20,5.20,5.73,5.73,5.73,5.20,5.20,5.44
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/19 上午 12:00:00,4.68,4.68,4.68,4.68,4.68,4.68,4.68,5.20,4.68,5.20,5.20,5.20,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.15,4.68,4.75
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/20 上午 12:00:00,4.68,4.68,4.68,4.15,4.68,4.68,4.68,4.68,4.15,4.68,4.68,4.68,4.15,4.68,4.15,4.15,4.15,4.15,4.15,4.15,4.68,5.20,4.68,5.20,4.52
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/21 上午 12:00:00,4.68,5.20,5.20,4.68,5.20,5.20,5.20,4.68,4.68,5.20,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,6.78,7.30,6.78,6.25,5.17
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/22 上午 12:00:00,6.25,6.25,6.25,6.25,6.25,6.25,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.20,5.20,5.20,5.20,5.20,5.20,5.20,5.73,5.73,5.73,6.25,5.72
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/23 上午 12:00:00,7.30,7.83,7.30,7.30,7.30,7.30,6.78,6.78,7.30,7.30,6.78,6.78,7.30,7.30,6.78,6.78,6.78,6.78,7.30,6.78,6.78,6.78,6.25,6.78,7.01
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/24 上午 12:00:00,6.78,7.30,7.30,6.78,7.30,6.78,7.30,7.30,7.30,7.30,6.78,6.78,6.78,6.78,7.30,6.78,6.78,6.78,6.78,6.78,7.30,6.78,6.78,6.78,6.98
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/25 上午 12:00:00,7.83,7.30,7.30,7.30,7.83,7.30,7.30,7.83,7.83,7.30,7.83,7.30,7.30,7.30,7.83,7.83,7.30,7.83,7.83,8.35,7.83,7.83,7.83,7.83,7.63
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/26 上午 12:00:00,8.35,8.88,8.88,8.35,8.35,8.88,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,7.83,7.83,7.83,7.83,7.83,8.35,7.83,7.83,8.26
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/27 上午 12:00:00,8.35,8.88,8.88,8.35,8.35,7.83,8.35,8.88,8.35,8.35,8.35,8.35,8.35,8.35,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.30,8.15
第九河川局,箭瑛大橋                      ,2420H043  ,2019/2/28 上午 12:00:00,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.30,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.81
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/1 上午 12:00:00,21.95,21.95,23.04,23.04,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,23.04,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,21.95,22.09
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/2 上午 12:00:00,16.50,16.50,16.50,16.50,16.50,15.79,16.50,16.50,16.50,16.50,16.50,16.50,16.50,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,16.14
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/3 上午 12:00:00,12.24,12.24,12.24,12.24,12.95,12.95,12.24,12.24,12.24,12.24,12.24,12.24,12.24,11.53,11.53,11.53,11.53,11.53,11.53,11.53,12.24,12.24,12.24,12.24,12.09
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/4 上午 12:00:00,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.35,8.35,8.35,8.35,8.35,8.88,8.88,8.88,8.35,8.88,8.74
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/5 上午 12:00:00,6.25,6.25,5.73,6.25,6.25,6.25,6.25,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.25,6.25,6.25,6.25,6.78,6.25,6.25,6.25,6.25,6.25,6.41
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/6 上午 12:00:00,3.84,3.84,3.84,3.84,3.84,4.15,3.84,3.52,4.15,4.15,4.15,3.84,3.84,4.15,3.84,3.84,3.84,3.84,3.84,4.15,4.68,5.73,5.73,6.25,4.20
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/7 上午 12:00:00,5.73,5.73,5.20,5.20,5.20,5.20,5.20,4.68,5.20,5.20,5.20,5.73,5.73,6.25,6.78,6.25,6.78,7.30,7.30,7.83,7.83,8.35,8.88,8.35,6.31
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/8 上午 12:00:00,9.40,9.40,9.40,9.40,10.11,10.11,10.11,9.40,10.11,9.40,9.40,9.40,10.11,9.40,8.88,8.88,8.88,8.88,8.35,8.35,8.35,8.35,8.35,7.83,9.17
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/9 上午 12:00:00,8.88,8.35,8.88,8.88,8.88,8.35,8.35,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.35,8.35,8.35,8.35,8.35,7.83,7.83,7.83,8.57
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/10 上午 12:00:00,8.35,8.35,8.35,8.35,8.88,8.88,8.88,8.88,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,10.11,10.82,10.82,11.53,11.53,11.53,12.24,9.70
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/11 上午 12:00:00,12.95,12.95,13.66,14.37,13.66,12.95,13.66,12.95,12.24,12.24,12.95,12.24,12.24,11.53,12.24,12.24,11.53,12.24,12.24,11.53,11.53,11.53,11.53,11.53,12.44
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/12 上午 12:00:00,12.24,11.53,12.24,11.53,11.53,11.53,11.53,11.53,12.24,11.53,11.53,11.53,10.82,10.11,10.11,10.11,10.11,9.40,9.40,9.40,10.11,10.11,9.40,10.11,10.79
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/13 上午 12:00:00,10.82,10.82,10.11,10.11,10.11,10.82,10.11,10.11,10.11,10.11,10.82,9.40,10.11,9.40,9.40,9.40,10.11,10.11,10.11,10.11,10.82,10.82,11.53,10.82,10.25
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/14 上午 12:00:00,10.82,10.82,11.53,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.11,10.11,9.40,10.11,10.11,9.40,8.88,9.40,9.40,9.40,8.88,9.40,10.20
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/15 上午 12:00:00,10.82,11.53,10.82,10.82,10.11,10.11,10.11,11.53,11.53,12.24,12.95,12.24,12.24,12.24,12.24,12.24,11.53,11.53,12.24,11.53,11.53,11.53,12.24,12.24,11.61
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/16 上午 12:00:00,12.24,12.24,12.95,12.24,11.53,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,11.53,11.53,10.82,10.82,10.82,10.82,11.53,11.53,10.82,10.82,11.53,11.73
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/17 上午 12:00:00,11.53,11.53,11.53,11.53,12.24,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.11,10.11,10.11,11.17
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/18 上午 12:00:00,10.82,10.11,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.11,10.82,10.11,10.11,10.11,10.11,10.11,10.11,10.11,9.40,9.40,9.40,9.40,10.31
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/19 上午 12:00:00,9.40,9.40,9.40,10.11,9.40,9.40,10.11,10.11,10.11,10.11,10.11,9.40,10.11,9.40,9.40,9.40,9.40,9.40,8.88,8.88,9.40,9.40,9.40,10.11,9.60
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/20 上午 12:00:00,9.40,9.40,9.40,9.40,8.88,8.88,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,9.40,8.35,9.13
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/21 上午 12:00:00,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,9.40,9.40,9.40,9.40,8.88,8.88,8.88,8.35,8.88,8.35,8.88,8.88,8.88,8.88,8.35,8.90
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/22 上午 12:00:00,8.35,8.35,8.88,8.88,8.35,8.35,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.35,8.35,8.88,8.35,8.35,8.88,8.71
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/23 上午 12:00:00,8.88,9.40,8.88,8.88,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,9.40,10.11,9.40,10.11,10.11,9.40,9.40,10.11,9.40,9.47
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/24 上午 12:00:00,10.11,10.11,10.11,10.11,9.40,10.11,10.11,9.40,10.11,10.11,9.40,10.11,10.11,9.40,9.40,9.40,9.40,8.88,9.40,9.40,9.40,9.40,9.40,9.40,9.66
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/25 上午 12:00:00,9.40,8.88,9.40,9.40,8.88,8.88,9.40,9.40,10.11,9.40,9.40,9.40,8.88,8.88,8.88,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.90
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/26 上午 12:00:00,8.35,8.35,8.88,8.88,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.88,8.88,8.35,8.88,8.88,8.35,8.88,8.88,8.35,8.35,8.35,8.35,8.35,8.53
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/27 上午 12:00:00,8.35,8.35,8.35,8.88,8.35,8.88,8.88,8.35,8.88,8.88,8.88,8.35,8.35,8.35,8.35,8.35,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,8.31
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/28 上午 12:00:00,7.83,7.83,7.83,7.83,7.83,7.83,7.83,8.35,7.83,8.35,8.35,7.83,7.83,7.83,8.35,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.92
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/29 上午 12:00:00,7.83,7.83,7.83,7.83,7.83,7.30,7.83,7.83,8.35,8.35,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,8.35,7.87
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/30 上午 12:00:00,8.35,8.35,7.83,7.83,7.83,7.83,7.83,7.83,8.35,8.35,8.35,8.35,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,8.35,8.35,8.35,8.02
第九河川局,箭瑛大橋                      ,2420H043  ,2019/3/31 上午 12:00:00,7.83,8.35,8.35,8.35,7.83,7.83,8.35,8.35,8.35,8.88,8.88,8.88,8.88,8.35,8.35,8.35,8.35,8.88,8.88,8.35,7.83,8.35,8.35,8.35,8.41
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/1 上午 12:00:00,23.04,23.04,24.13,24.13,23.04,23.04,23.04,24.13,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,24.13,24.13,23.04,23.04,24.13,24.13,23.04,24.13,23.41
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/2 上午 12:00:00,24.13,25.22,24.13,24.13,24.13,25.22,24.13,24.13,25.22,24.13,24.13,24.13,24.13,24.13,24.13,23.04,23.04,23.04,23.04,23.04,21.95,21.95,21.95,23.04,23.71
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/3 上午 12:00:00,21.95,21.95,23.04,23.04,23.04,23.04,21.95,23.04,23.04,23.04,23.04,23.04,21.95,21.95,21.95,21.95,21.95,21.95,21.95,32.23,38.67,37.06,35.45,52.26,26.02
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/4 上午 12:00:00,54.45,45.69,41.89,40.28,37.06,35.45,33.84,33.84,33.84,33.84,32.23,32.23,30.62,30.62,29.01,29.01,29.01,29.01,27.40,26.31,25.22,25.22,24.13,25.22,32.26
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/5 上午 12:00:00,24.13,24.13,23.04,24.13,23.04,21.95,21.95,23.04,23.04,23.04,23.04,23.04,20.86,20.86,19.77,19.77,19.77,18.68,18.68,19.77,19.77,18.68,19.77,18.68,21.30
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/6 上午 12:00:00,19.77,19.77,19.77,18.68,19.77,18.68,18.68,18.68,18.68,18.68,17.59,17.59,17.59,17.59,17.59,15.79,12.24,9.40,8.35,7.30,6.25,5.20,5.20,4.68,14.62
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/7 上午 12:00:00,4.15,3.84,4.15,3.84,4.15,3.52,3.84,3.52,3.84,3.52,3.84,4.15,5.20,5.20,5.20,5.20,5.20,5.20,5.20,5.73,5.73,5.73,5.73,5.73,4.65
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/8 上午 12:00:00,5.73,5.73,5.73,5.73,5.20,5.20,5.20,5.73,5.73,5.73,5.73,5.73,5.73,5.20,5.73,5.20,5.20,5.20,5.20,5.20,5.20,5.20,5.20,5.73,5.46
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/9 上午 12:00:00,5.73,5.20,5.20,5.20,5.20,5.20,5.73,5.73,5.73,5.73,5.20,5.20,5.20,5.20,5.20,5.73,5.20,5.73,5.20,5.20,5.20,5.20,5.20,5.73,5.37
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/10 上午 12:00:00,5.73,5.20,5.73,5.73,5.73,5.73,5.20,5.20,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.20,5.20,5.20,5.20,5.20,5.20,5.20,5.20,5.20,5.46
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/11 上午 12:00:00,5.20,5.73,5.20,4.68,4.68,5.20,5.20,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,6.25,5.73,5.73,5.20,5.73,5.20,5.20,5.52
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/12 上午 12:00:00,5.73,5.73,5.20,5.20,5.20,4.68,5.20,5.20,5.20,5.20,5.20,5.20,5.73,5.73,5.73,5.73,5.20,5.20,5.20,4.68,5.73,5.73,5.20,5.20,5.32
第九河川局,箭瑛大橋                      ,2420H043  ,2019/4/13 上午 12:00:00,5.20,5.73,5.73,5.73,5.73,5.20,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.73,5.20,5.73,5.67
