管理單位,站名,站號,觀測日期,0時(cms),1時(cms),2時(cms),3時(cms),4時(cms),5時(cms),6時(cms),7時(cms),8時(cms),9時(cms),10時(cms),11時(cms),12時(cms),13時(cms),14時(cms),15時(cms),16時(cms),17時(cms),18時(cms),19時(cms),20時(cms),21時(cms),22時(cms),23時(cms),時平均流量(cms)
第九河川局,立山                          ,2370H016  ,2019/1/12 上午 12:00:00,8.61,8.61,8.61,8.61,8.14,8.61,8.14,8.61,8.61,8.61,8.61,8.61,8.61,8.61,9.07,8.61,9.07,9.07,9.07,9.07,9.07,9.07,9.07,8.61,8.73
第九河川局,立山                          ,2370H016  ,2019/1/13 上午 12:00:00,8.14,8.14,8.14,8.14,8.61,8.61,8.61,8.61,8.14,8.14,8.14,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.61,9.07,8.61,8.61,8.61,8.61,8.50
第九河川局,立山                          ,2370H016  ,2019/1/14 上午 12:00:00,8.14,8.14,8.14,8.14,8.61,8.14,8.61,8.14,8.61,8.14,8.14,8.61,8.14,8.14,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.42
第九河川局,立山                          ,2370H016  ,2019/1/15 上午 12:00:00,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14
第九河川局,立山                          ,2370H016  ,2019/1/16 上午 12:00:00,7.68,7.68,7.68,7.22,7.22,7.22,6.75,6.75,6.75,6.75,6.75,6.75,6.75,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.13
第九河川局,立山                          ,2370H016  ,2019/1/17 上午 12:00:00,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.29,6.73
第九河川局,立山                          ,2370H016  ,2019/1/18 上午 12:00:00,6.29,5.82,5.82,5.82,6.29,5.82,5.82,6.29,6.29,6.29,6.29,6.29,6.75,6.29,6.29,6.29,6.29,6.75,6.75,6.75,6.29,6.75,6.75,6.75,6.33
第九河川局,立山                          ,2370H016  ,2019/1/19 上午 12:00:00,5.82,6.29,6.29,5.82,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.26
第九河川局,立山                          ,2370H016  ,2019/1/20 上午 12:00:00,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.36,5.36,5.82,5.82,5.36,5.82,6.29,5.82,6.75,6.29,6.29,6.29,5.82,5.82,5.88
第九河川局,立山                          ,2370H016  ,2019/1/21 上午 12:00:00,5.36,5.36,5.10,5.10,5.10,5.10,5.10,5.10,5.10,6.75,6.29,6.29,6.29,6.29,6.75,7.68,7.68,8.14,7.68,7.68,7.68,7.68,7.22,7.22,6.43
第九河川局,立山                          ,2370H016  ,2019/1/22 上午 12:00:00,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.22,7.68,7.68,8.14,7.68,8.14,8.14,8.14,7.59
第九河川局,立山                          ,2370H016  ,2019/1/23 上午 12:00:00,7.22,7.68,7.68,7.68,7.68,7.68,7.22,7.22,6.75,7.22,7.22,7.22,7.22,7.22,7.22,7.68,7.22,7.68,7.22,7.22,7.22,7.68,7.22,7.22,7.36
第九河川局,立山                          ,2370H016  ,2019/1/24 上午 12:00:00,6.29,6.29,6.29,6.29,6.29,6.29,6.29,5.82,5.36,5.36,5.36,5.82,5.82,5.82,5.82,5.82,5.36,5.10,5.10,4.84,4.84,4.32,4.58,4.06,5.54
第九河川局,立山                          ,2370H016  ,2019/1/25 上午 12:00:00,4.32,4.06,4.06,4.06,3.80,3.80,3.80,3.54,4.06,4.32,5.36,6.29,6.75,6.75,7.22,6.75,6.75,6.75,6.75,6.75,6.29,6.29,5.82,5.10,5.42
第九河川局,立山                          ,2370H016  ,2019/1/26 上午 12:00:00,5.36,6.29,5.36,5.10,4.84,4.84,5.36,3.28,3.28,3.28,3.28,3.28,3.54,3.54,3.54,3.28,2.76,2.76,3.02,3.02,3.02,3.02,3.02,3.02,3.76
第九河川局,立山                          ,2370H016  ,2019/1/27 上午 12:00:00,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.02,3.02,3.02,3.02,3.02,3.28,3.80,4.32,3.80,4.06,3.80,3.54,3.54,3.28,3.28,3.28,3.02,3.38
第九河川局,立山                          ,2370H016  ,2019/1/28 上午 12:00:00,3.02,3.54,3.28,3.28,3.28,3.28,3.54,3.54,3.54,3.02,3.28,3.28,3.02,3.28,3.80,4.32,4.84,5.82,5.82,5.36,5.10,5.10,5.82,6.75,4.14
第九河川局,立山                          ,2370H016  ,2019/1/29 上午 12:00:00,6.75,6.29,6.29,5.36,5.82,6.29,6.75,7.22,7.68,6.75,8.14,8.61,8.14,8.14,7.22,7.22,7.22,7.22,7.22,6.75,6.29,5.36,4.58,4.32,6.73
第九河川局,立山                          ,2370H016  ,2019/1/30 上午 12:00:00,3.80,3.28,3.54,3.02,3.02,3.28,4.32,4.84,4.32,4.32,6.29,6.29,8.14,8.61,8.14,8.61,8.14,8.14,8.14,8.14,8.14,8.61,8.14,8.61,6.30
第九河川局,立山                          ,2370H016  ,2019/1/31 上午 12:00:00,9.07,9.07,8.61,9.07,9.07,8.61,8.61,8.61,8.61,8.14,9.07,8.61,9.07,8.61,8.61,8.14,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.68
第九河川局,立山                          ,2370H016  ,2019/2/1 上午 12:00:00,8.61,8.61,9.07,9.07,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.14,8.14,7.68,7.22,7.22,7.22,6.75,6.29,6.75,6.29,6.29,6.75,6.29,7.76
第九河川局,立山                          ,2370H016  ,2019/2/2 上午 12:00:00,6.75,6.29,6.29,6.29,6.29,5.82,5.82,5.82,6.29,6.29,6.29,5.82,6.29,6.29,5.82,5.82,5.36,5.10,5.36,5.10,5.10,5.10,5.36,5.36,5.82
第九河川局,立山                          ,2370H016  ,2019/2/3 上午 12:00:00,5.36,5.10,5.10,5.36,5.10,5.10,5.10,5.36,5.36,6.29,6.29,6.75,6.75,6.75,6.75,6.75,6.29,6.29,6.29,6.29,6.29,6.29,5.82,6.29,5.98
第九河川局,立山                          ,2370H016  ,2019/2/4 上午 12:00:00,6.29,5.82,5.82,5.82,5.82,5.82,5.82,5.82,6.29,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.36,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.83
第九河川局,立山                          ,2370H016  ,2019/2/5 上午 12:00:00,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.36,5.36,5.82,5.36,5.82,5.36,5.36,5.36,5.10,5.10,4.84,5.10,5.10,5.10,5.10,4.84,5.10,5.40
第九河川局,立山                          ,2370H016  ,2019/2/6 上午 12:00:00,5.10,5.10,5.10,5.10,4.84,4.84,4.84,4.84,4.84,4.84,4.58,4.84,4.58,4.58,4.58,4.84,4.84,4.84,5.10,5.10,5.10,5.36,5.36,5.36,4.93
第九河川局,立山                          ,2370H016  ,2019/2/7 上午 12:00:00,5.36,5.10,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.82,5.36,5.82,5.82,5.82,5.82,5.82,5.36,5.82,5.36,5.36,5.36,5.36,5.49
第九河川局,立山                          ,2370H016  ,2019/2/8 上午 12:00:00,5.82,5.82,5.82,5.82,5.82,5.82,5.82,6.29,5.82,6.29,6.29,6.29,6.29,5.82,5.82,5.82,5.82,6.29,6.29,7.22,7.22,6.29,5.82,5.82,6.10
第九河川局,立山                          ,2370H016  ,2019/2/9 上午 12:00:00,5.82,6.29,6.29,6.29,5.82,6.29,5.82,6.29,5.82,6.29,5.36,6.29,6.75,7.22,7.22,7.22,7.22,7.22,5.82,5.82,5.82,5.36,5.82,6.29,6.28
第九河川局,立山                          ,2370H016  ,2019/2/10 上午 12:00:00,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,6.29,6.75,7.22,7.22,6.29,6.29,6.29,6.29,5.82,6.29,6.29,7.22,6.18
第九河川局,立山                          ,2370H016  ,2019/2/11 上午 12:00:00,6.29,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,6.29,6.75,10.00,8.14,12.88,10.72,8.61,9.54,12.16,10.72,6.29,5.36,6.29,12.16,7.72
第九河川局,立山                          ,2370H016  ,2019/2/12 上午 12:00:00,12.88,15.77,14.33,13.61,11.44,11.44,10.72,10.00,9.54,10.72,10.72,9.07,8.61,8.61,8.61,9.07,9.07,8.61,8.61,9.07,8.61,8.14,8.14,8.14,10.09
第九河川局,立山                          ,2370H016  ,2019/2/13 上午 12:00:00,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,7.68,8.14,8.14,8.14,8.61,8.61,8.14,8.14,7.22,7.22,7.22,7.22,7.22,7.22,7.68,7.22,7.87
第九河川局,立山                          ,2370H016  ,2019/2/14 上午 12:00:00,8.14,7.68,7.68,7.68,8.14,8.14,7.68,8.14,7.68,8.14,8.61,8.61,8.61,8.61,8.61,9.07,9.07,8.61,8.61,8.61,8.61,8.61,9.07,8.61,8.38
第九河川局,立山                          ,2370H016  ,2019/2/15 上午 12:00:00,9.07,9.07,9.07,8.61,9.07,9.07,8.61,9.07,9.54,12.16,12.88,12.88,12.88,12.16,12.88,12.16,12.88,12.88,12.16,12.16,10.72,10.72,10.00,10.72,10.93
第九河川局,立山                          ,2370H016  ,2019/2/16 上午 12:00:00,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,10.72,11.44,10.72,11.44,11.44,10.00,9.07,8.61,9.54,10.72,10.00,10.00,9.54,10.46
第九河川局,立山                          ,2370H016  ,2019/2/17 上午 12:00:00,9.54,9.54,9.54,9.54,9.54,9.54,10.00,10.00,10.00,11.44,11.44,11.44,12.16,12.88,12.88,12.88,12.88,12.16,12.88,12.88,12.88,12.88,13.61,13.61,11.55
第九河川局,立山                          ,2370H016  ,2019/2/18 上午 12:00:00,13.61,13.61,14.33,15.05,13.61,12.88,12.16,12.16,12.16,12.88,13.61,14.33,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,13.61,14.33,14.33,15.77,14.13
第九河川局,立山                          ,2370H016  ,2019/2/19 上午 12:00:00,15.05,15.05,14.33,14.33,15.05,15.05,15.05,15.05,15.77,15.05,14.33,11.44,10.00,10.00,10.72,10.00,10.00,9.54,10.00,10.00,10.00,10.00,10.00,10.00,12.27
第九河川局,立山                          ,2370H016  ,2019/2/20 上午 12:00:00,9.54,10.00,9.54,10.00,10.00,10.00,10.00,9.54,9.54,10.00,10.00,10.72,10.72,10.72,10.72,10.72,10.72,10.72,11.44,11.44,11.44,11.44,11.44,10.72,10.48
第九河川局,立山                          ,2370H016  ,2019/2/21 上午 12:00:00,10.72,10.72,10.72,10.72,10.72,10.72,11.44,11.44,12.88,13.61,12.16,11.44,12.16,12.88,13.61,14.33,14.33,15.05,15.77,15.77,15.77,15.77,15.05,15.05,13.08
第九河川局,立山                          ,2370H016  ,2019/2/22 上午 12:00:00,11.44,9.54,9.54,9.54,9.54,9.54,9.54,9.54,10.00,10.72,10.72,10.72,11.44,12.16,11.44,11.44,11.44,10.72,10.72,10.00,10.72,10.00,10.00,10.00,10.41
第九河川局,立山                          ,2370H016  ,2019/2/23 上午 12:00:00,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.54,9.07,9.54,10.00,10.72,10.72,10.72,10.72,10.72,10.00,9.81
第九河川局,立山                          ,2370H016  ,2019/2/24 上午 12:00:00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.54,9.54,10.00,10.00,10.00,10.00,10.72,11.44,11.44,11.44,11.44,10.72,11.44,10.33
第九河川局,立山                          ,2370H016  ,2019/2/25 上午 12:00:00,11.44,10.72,10.72,10.72,10.72,10.72,10.72,10.72,11.44,11.44,10.72,10.72,10.72,10.72,11.44,12.16,10.72,11.44,11.44,10.00,10.00,10.00,10.00,10.00,10.80
